duration,pdays,emp.var.rate,euribor3m,nr.employed,y
260.0,999.0,-2.9,0.869,5076.2,0
128.0,999.0,1.4,4.961,5228.1,0
501.0,999.0,-0.1,4.12,5195.8,0
44.0,999.0,-1.8,1.405,5099.1,0
149.0,999.0,1.4,4.962,5228.1,0
262.0,999.0,-1.8,1.327,5099.1,0
293.0,999.0,-1.8,1.291,5099.1,0
102.0,999.0,-1.8,1.244,5099.1,0
149.0,999.0,1.1,4.856,5191.0,0
8.0,999.0,-1.8,1.25,5099.1,0
217.0,999.0,1.1,4.857,5191.0,0
490.0,999.0,1.4,4.958,5228.1,0
138.0,999.0,1.4,4.961,5228.1,0
142.0,999.0,1.1,4.857,5191.0,0
123.0,999.0,1.4,4.961,5228.1,0
23.0,999.0,1.4,4.965,5228.1,0
277.0,9.0,-1.8,1.299,5099.1,0
137.0,999.0,-1.8,1.334,5099.1,0
263.0,999.0,1.1,4.858,5191.0,0
192.0,999.0,1.1,4.855,5191.0,0
327.0,999.0,1.4,4.959,5228.1,0
63.0,999.0,-1.8,1.405,5099.1,0
2122.0,999.0,1.4,4.962,5228.1,1
200.0,999.0,-3.4,0.735,5017.5,1
90.0,999.0,-0.1,4.12,5195.8,0
243.0,999.0,1.4,4.962,5228.1,0
128.0,999.0,-2.9,1.099,5076.2,0
186.0,999.0,1.1,4.86,5191.0,0
464.0,999.0,-2.9,0.873,5076.2,1
107.0,999.0,1.1,4.86,5191.0,0
364.0,999.0,1.4,4.966,5228.1,0
108.0,999.0,1.4,4.963,5228.1,0
18.0,999.0,1.4,4.962,5228.1,0
643.0,999.0,1.1,4.858,5191.0,0
297.0,999.0,-1.7,0.9,4991.6,0
30.0,999.0,1.1,4.857,5191.0,0
191.0,0.0,-1.7,0.9,4991.6,1
315.0,999.0,1.1,4.86,5191.0,0
101.0,999.0,-1.8,1.354,5099.1,0
262.0,999.0,1.4,4.963,5228.1,0
155.0,999.0,-1.8,1.405,5099.1,0
125.0,999.0,1.1,4.857,5191.0,0
442.0,999.0,-1.1,1.028,4963.6,1
89.0,999.0,1.4,4.962,5228.1,0
134.0,999.0,-3.4,0.714,5017.5,1
150.0,999.0,1.1,4.856,5191.0,0
532.0,999.0,-1.8,0.684,5008.7,1
326.0,999.0,1.4,4.962,5228.1,0
94.0,999.0,1.1,4.855,5191.0,0
358.0,999.0,1.4,4.968,5228.1,0
104.0,999.0,-0.1,4.076,5195.8,0
59.0,999.0,1.4,4.965,5228.1,0
243.0,999.0,-1.8,1.405,5099.1,0
411.0,999.0,1.4,4.961,5228.1,0
1618.0,999.0,1.4,4.958,5228.1,1
638.0,999.0,1.4,4.961,5228.1,0
90.0,999.0,-1.8,1.483,5099.1,0
360.0,999.0,1.1,4.856,5191.0,0
103.0,999.0,1.4,4.864,5228.1,0
51.0,999.0,1.4,4.966,5228.1,0
283.0,999.0,-0.1,4.076,5195.8,0
60.0,999.0,-2.9,1.26,5076.2,0
200.0,999.0,-1.8,1.27,5099.1,1
7.0,999.0,1.4,4.959,5228.1,0
85.0,999.0,1.4,4.968,5228.1,0
122.0,999.0,1.4,4.967,5228.1,0
167.0,999.0,1.4,4.964,5228.1,0
539.0,999.0,-1.8,1.327,5099.1,0
396.0,13.0,-1.7,0.797,4991.6,1
279.0,999.0,-2.9,0.838,5076.2,0
487.0,999.0,-1.8,1.41,5099.1,0
169.0,999.0,1.4,4.962,5228.1,0
11.0,999.0,-0.1,4.12,5195.8,0
203.0,999.0,-0.1,4.021,5195.8,0
27.0,999.0,1.4,4.961,5228.1,0
174.0,999.0,-1.8,1.334,5099.1,0
86.0,999.0,-1.8,1.423,5099.1,0
397.0,999.0,-1.8,1.415,5099.1,0
304.0,999.0,1.4,4.962,5228.1,0
272.0,999.0,1.4,4.961,5228.1,0
262.0,999.0,-1.1,1.046,4963.6,1
333.0,999.0,1.4,4.866,5228.1,0
324.0,999.0,1.4,4.968,5228.1,0
269.0,999.0,1.4,4.963,5228.1,0
302.0,999.0,-1.8,1.25,5099.1,0
854.0,999.0,1.4,4.961,5228.1,0
243.0,999.0,1.4,4.957,5228.1,0
37.0,999.0,1.4,4.967,5228.1,0
421.0,999.0,-1.8,1.281,5099.1,0
137.0,999.0,1.1,4.856,5191.0,0
898.0,999.0,1.4,4.96,5228.1,0
262.0,999.0,-1.8,0.663,5008.7,1
142.0,999.0,1.4,4.963,5228.1,0
305.0,999.0,-1.8,1.405,5099.1,0
404.0,2.0,-1.1,1.048,4963.6,1
59.0,999.0,-2.9,1.059,5076.2,0
203.0,999.0,1.4,4.965,5228.1,0
40.0,999.0,1.4,4.968,5228.1,0
213.0,999.0,1.4,4.962,5228.1,0
131.0,999.0,-0.1,4.12,5195.8,0
8.0,999.0,1.4,4.968,5228.1,0
84.0,999.0,1.4,4.958,5228.1,0
62.0,999.0,-1.8,1.299,5099.1,0
6.0,999.0,-1.8,1.281,5099.1,0
7.0,999.0,1.1,4.858,5191.0,0
64.0,999.0,1.4,4.962,5228.1,0
825.0,999.0,1.4,4.961,5228.1,0
145.0,999.0,1.4,4.967,5228.1,0
271.0,999.0,-0.1,4.153,5195.8,0
26.0,999.0,1.4,4.961,5228.1,0
125.0,999.0,-0.1,4.12,5195.8,0
166.0,999.0,1.4,4.963,5228.1,0
455.0,999.0,1.1,4.859,5191.0,0
257.0,999.0,1.1,4.857,5191.0,0
338.0,7.0,-3.4,0.714,5017.5,1
106.0,999.0,-1.7,0.707,4991.6,0
163.0,999.0,1.4,4.96,5228.1,0
433.0,999.0,1.4,4.959,5228.1,0
127.0,999.0,1.4,4.968,5228.1,0
191.0,999.0,1.4,4.962,5228.1,0
95.0,999.0,1.4,4.864,5228.1,0
206.0,999.0,-1.8,1.313,5099.1,0
193.0,999.0,-1.8,1.281,5099.1,0
552.0,999.0,1.4,4.962,5228.1,0
62.0,999.0,-0.1,4.021,5195.8,0
193.0,999.0,1.1,4.859,5191.0,0
201.0,999.0,-0.1,4.153,5195.8,0
20.0,999.0,-1.8,1.405,5099.1,0
80.0,999.0,1.4,4.961,5228.1,0
96.0,999.0,-2.9,1.26,5076.2,0
171.0,999.0,1.4,4.962,5228.1,0
48.0,999.0,-0.1,4.153,5195.8,0
545.0,999.0,1.4,4.965,5228.1,1
231.0,999.0,1.4,4.866,5228.1,0
88.0,999.0,1.4,4.864,5228.1,0
746.0,999.0,-1.8,1.313,5099.1,0
166.0,999.0,-1.8,1.266,5099.1,0
654.0,999.0,1.4,4.958,5228.1,0
185.0,999.0,-0.1,4.153,5195.8,0
333.0,999.0,-1.8,1.25,5099.1,0
184.0,999.0,-1.8,1.266,5099.1,0
6.0,999.0,-1.7,0.767,4991.6,0
1268.0,999.0,-0.1,4.153,5195.8,0
129.0,999.0,1.4,4.961,5228.1,0
85.0,999.0,1.4,4.962,5228.1,0
471.0,999.0,-1.8,1.299,5099.1,0
74.0,999.0,-1.8,0.699,5008.7,0
332.0,999.0,-1.8,1.41,5099.1,0
92.0,999.0,1.4,4.963,5228.1,0
238.0,999.0,1.1,4.856,5191.0,0
743.0,999.0,-1.8,1.498,5099.1,0
380.0,999.0,-1.7,0.713,4991.6,1
125.0,999.0,-1.8,1.405,5099.1,0
124.0,999.0,1.1,4.858,5191.0,0
74.0,999.0,-1.8,1.445,5099.1,0
162.0,999.0,-1.1,1.046,4963.6,0
210.0,3.0,-1.8,1.27,5099.1,0
1476.0,999.0,1.4,4.966,5228.1,0
337.0,6.0,-1.1,0.878,4963.6,1
641.0,999.0,1.1,4.858,5191.0,0
69.0,999.0,1.1,4.86,5191.0,0
196.0,999.0,1.4,4.968,5228.1,0
332.0,999.0,1.4,4.864,5228.1,0
166.0,999.0,-2.9,1.26,5076.2,1
96.0,999.0,1.4,4.964,5228.1,0
101.0,999.0,1.1,4.86,5191.0,0
554.0,999.0,1.4,4.96,5228.1,0
160.0,999.0,1.4,4.965,5228.1,0
55.0,999.0,-1.8,1.41,5099.1,0
250.0,999.0,-1.7,0.904,4991.6,0
233.0,999.0,1.1,4.86,5191.0,0
44.0,999.0,1.4,4.962,5228.1,0
377.0,999.0,-1.8,1.344,5099.1,0
292.0,999.0,1.4,4.962,5228.1,0
434.0,999.0,-1.8,1.405,5099.1,0
153.0,999.0,1.1,4.857,5191.0,0
206.0,999.0,-1.8,1.313,5099.1,0
333.0,999.0,-1.8,1.354,5099.1,1
430.0,999.0,1.4,4.962,5228.1,1
102.0,999.0,-1.8,1.299,5099.1,0
77.0,999.0,-1.8,1.313,5099.1,0
776.0,999.0,1.4,4.963,5228.1,0
545.0,999.0,1.4,4.968,5228.1,0
389.0,999.0,1.4,4.966,5228.1,0
254.0,999.0,-1.8,1.313,5099.1,0
135.0,999.0,1.4,4.866,5228.1,0
91.0,999.0,1.1,4.856,5191.0,0
151.0,999.0,1.1,4.856,5191.0,0
123.0,4.0,-2.9,0.883,5076.2,0
214.0,999.0,1.4,4.964,5228.1,0
91.0,999.0,-1.8,1.453,5099.1,0
347.0,999.0,1.1,4.857,5191.0,0
82.0,999.0,-1.8,1.415,5099.1,0
109.0,999.0,1.1,4.856,5191.0,0
401.0,999.0,-3.4,0.722,5017.5,1
768.0,999.0,-0.1,4.076,5195.8,1
236.0,999.0,1.4,4.967,5228.1,0
284.0,999.0,-1.8,1.344,5099.1,0
611.0,999.0,-1.8,1.405,5099.1,0
650.0,999.0,1.4,4.955,5228.1,1
1034.0,999.0,-1.8,1.405,5099.1,0
416.0,999.0,1.1,4.859,5191.0,0
218.0,999.0,1.1,4.856,5191.0,0
182.0,999.0,1.4,4.963,5228.1,0
112.0,999.0,-1.8,1.266,5099.1,0
201.0,5.0,-3.4,0.74,5017.5,1
605.0,999.0,1.4,4.964,5228.1,0
301.0,999.0,1.1,4.857,5191.0,0
98.0,999.0,1.1,4.856,5191.0,0
162.0,999.0,1.4,4.962,5228.1,0
673.0,999.0,-0.1,4.021,5195.8,0
99.0,999.0,-2.9,0.883,5076.2,0
82.0,999.0,-1.8,1.299,5099.1,0
158.0,999.0,-1.8,1.405,5099.1,0
9.0,999.0,-1.8,1.266,5099.1,0
330.0,999.0,1.4,4.962,5228.1,0
653.0,11.0,-1.8,1.334,5099.1,1
25.0,999.0,1.4,4.959,5228.1,0
597.0,999.0,1.1,4.857,5191.0,1
290.0,999.0,1.1,4.857,5191.0,0
651.0,999.0,1.4,4.958,5228.1,1
74.0,999.0,1.1,4.86,5191.0,0
350.0,999.0,-1.8,1.334,5099.1,0
630.0,999.0,-1.8,1.244,5099.1,0
114.0,999.0,1.4,4.967,5228.1,0
122.0,999.0,-1.7,0.904,4991.6,0
27.0,999.0,1.4,4.968,5228.1,0
122.0,999.0,-1.8,1.25,5099.1,0
157.0,999.0,-1.8,1.244,5099.1,0
147.0,999.0,1.4,4.866,5228.1,0
44.0,999.0,1.1,4.857,5191.0,0
369.0,999.0,-3.4,0.803,5017.5,0
500.0,999.0,-1.8,1.344,5099.1,0
174.0,999.0,-1.8,1.405,5099.1,0
164.0,999.0,1.4,4.963,5228.1,0
20.0,999.0,-1.8,1.25,5099.1,0
369.0,999.0,-1.8,1.299,5099.1,0
392.0,999.0,-0.1,4.12,5195.8,0
64.0,999.0,1.4,4.958,5228.1,0
54.0,999.0,1.4,4.866,5228.1,0
114.0,999.0,-1.8,1.52,5099.1,0
905.0,999.0,1.1,4.858,5191.0,1
124.0,999.0,1.4,4.959,5228.1,0
176.0,999.0,1.1,4.857,5191.0,0
92.0,999.0,1.4,4.865,5228.1,0
157.0,999.0,-1.8,1.453,5099.1,0
183.0,999.0,1.4,4.962,5228.1,0
76.0,999.0,1.4,4.962,5228.1,0
28.0,999.0,1.4,4.959,5228.1,0
181.0,999.0,1.1,4.857,5191.0,0
76.0,999.0,-1.8,1.405,5099.1,0
154.0,999.0,1.1,4.856,5191.0,0
116.0,999.0,1.1,4.857,5191.0,0
379.0,999.0,1.4,4.963,5228.1,0
426.0,999.0,-1.8,1.291,5099.1,1
334.0,999.0,1.4,4.963,5228.1,0
92.0,999.0,1.1,4.857,5191.0,0
590.0,999.0,-0.1,4.12,5195.8,0
283.0,999.0,-1.8,1.423,5099.1,0
763.0,999.0,1.1,4.864,5191.0,1
33.0,999.0,-0.1,4.021,5195.8,0
288.0,0.0,-1.7,0.9,4991.6,1
100.0,999.0,1.4,4.968,5228.1,0
429.0,999.0,1.1,4.858,5191.0,0
436.0,999.0,1.4,4.959,5228.1,0
96.0,999.0,-0.1,4.191,5195.8,0
326.0,999.0,-1.8,1.313,5099.1,0
37.0,999.0,-1.8,1.313,5099.1,0
331.0,999.0,-2.9,1.266,5076.2,1
193.0,999.0,1.4,4.961,5228.1,0
421.0,999.0,-1.7,0.761,4991.6,1
961.0,999.0,-1.8,1.372,5099.1,1
42.0,999.0,-1.8,1.405,5099.1,0
263.0,999.0,-1.8,1.266,5099.1,0
318.0,999.0,1.4,4.866,5228.1,0
424.0,999.0,1.4,4.962,5228.1,0
102.0,999.0,1.4,4.962,5228.1,0
79.0,999.0,1.4,4.961,5228.1,0
250.0,6.0,-1.7,0.827,4991.6,1
78.0,999.0,1.1,4.857,5191.0,0
215.0,999.0,1.1,4.855,5191.0,0
60.0,999.0,-1.8,1.663,5099.1,0
133.0,999.0,1.4,4.962,5228.1,0
126.0,999.0,-3.4,0.731,5017.5,0
39.0,999.0,-0.1,4.153,5195.8,0
189.0,999.0,-3.4,0.741,5017.5,0
121.0,999.0,1.1,4.856,5191.0,0
306.0,999.0,-1.8,1.291,5099.1,0
25.0,999.0,-1.8,1.266,5099.1,0
262.0,999.0,1.4,4.957,5228.1,0
138.0,999.0,1.4,4.957,5228.1,0
20.0,999.0,1.1,4.855,5191.0,0
296.0,999.0,1.1,4.855,5191.0,0
373.0,999.0,1.4,4.962,5228.1,0
94.0,999.0,1.4,4.968,5228.1,0
366.0,999.0,1.4,4.963,5228.1,0
430.0,999.0,-0.1,4.021,5195.8,0
178.0,999.0,-3.4,0.715,5017.5,0
58.0,999.0,1.4,4.964,5228.1,0
120.0,999.0,1.4,4.963,5228.1,0
178.0,999.0,1.4,4.959,5228.1,0
64.0,999.0,1.4,4.961,5228.1,0
104.0,999.0,-0.1,4.021,5195.8,0
222.0,999.0,-0.1,4.12,5195.8,0
110.0,999.0,1.4,4.961,5228.1,0
382.0,999.0,1.4,4.96,5228.1,0
203.0,999.0,1.4,4.959,5228.1,0
49.0,999.0,1.4,4.865,5228.1,0
4.0,999.0,1.1,4.857,5191.0,0
31.0,999.0,1.4,4.864,5228.1,0
13.0,999.0,-1.8,1.244,5099.1,0
352.0,999.0,-1.8,1.327,5099.1,0
134.0,999.0,-3.4,0.768,5017.5,0
600.0,999.0,-1.8,1.327,5099.1,0
167.0,999.0,-1.7,0.761,4991.6,1
285.0,999.0,-1.8,1.25,5099.1,1
312.0,999.0,1.1,4.857,5191.0,0
439.0,6.0,-3.0,0.718,5023.5,1
207.0,999.0,-2.9,1.26,5076.2,1
333.0,999.0,-1.8,0.682,5008.7,0
250.0,999.0,1.4,4.965,5228.1,0
354.0,999.0,1.1,4.857,5191.0,0
252.0,999.0,1.4,4.957,5228.1,0
138.0,999.0,1.4,4.963,5228.1,0
204.0,999.0,-1.8,1.405,5099.1,0
72.0,999.0,1.4,4.958,5228.1,0
37.0,999.0,1.1,4.856,5191.0,0
71.0,999.0,1.4,4.959,5228.1,0
8.0,999.0,1.4,4.968,5228.1,0
98.0,999.0,-0.1,4.936,5195.8,1
9.0,999.0,-1.1,0.88,4963.6,0
98.0,999.0,-1.8,1.334,5099.1,0
75.0,999.0,1.4,4.955,5228.1,0
20.0,999.0,1.4,4.866,5228.1,0
163.0,999.0,-1.8,1.25,5099.1,0
530.0,999.0,-2.9,0.881,5076.2,1
278.0,999.0,1.1,4.857,5191.0,0
187.0,999.0,1.4,4.961,5228.1,0
65.0,4.0,-0.1,4.153,5195.8,0
220.0,999.0,-1.8,1.327,5099.1,0
306.0,999.0,-1.8,1.25,5099.1,0
122.0,999.0,-2.9,1.262,5076.2,0
70.0,999.0,-0.1,4.12,5195.8,0
73.0,999.0,-1.7,0.861,4991.6,0
923.0,999.0,1.1,4.858,5191.0,1
246.0,999.0,1.4,4.961,5228.1,0
24.0,999.0,1.1,4.856,5191.0,0
68.0,999.0,-0.1,4.191,5195.8,0
130.0,999.0,1.4,4.97,5228.1,0
174.0,999.0,1.4,4.964,5228.1,0
679.0,999.0,1.1,4.857,5191.0,1
232.0,999.0,1.1,4.857,5191.0,0
58.0,999.0,1.1,4.857,5191.0,0
21.0,999.0,1.4,4.962,5228.1,0
76.0,999.0,-3.4,0.819,5017.5,0
102.0,999.0,1.4,4.958,5228.1,0
84.0,999.0,-0.1,4.153,5195.8,0
246.0,999.0,1.4,4.864,5228.1,0
201.0,999.0,-2.9,0.869,5076.2,1
210.0,999.0,1.4,4.963,5228.1,0
151.0,999.0,-1.8,1.266,5099.1,0
93.0,999.0,-3.4,0.714,5017.5,0
164.0,999.0,1.1,4.86,5191.0,0
41.0,999.0,1.1,4.855,5191.0,0
132.0,999.0,-1.8,1.266,5099.1,0
250.0,999.0,-2.9,0.854,5076.2,0
75.0,999.0,-3.4,0.75,5017.5,0
209.0,999.0,1.1,4.857,5191.0,0
100.0,999.0,-1.8,1.479,5099.1,0
122.0,999.0,-3.4,0.714,5017.5,0
502.0,999.0,1.4,4.966,5228.1,0
350.0,999.0,-1.8,1.687,5099.1,1
74.0,999.0,1.4,4.963,5228.1,0
456.0,999.0,1.1,4.857,5191.0,0
284.0,999.0,-0.1,4.076,5195.8,0
493.0,999.0,1.4,4.968,5228.1,0
699.0,999.0,-1.8,1.281,5099.1,0
300.0,999.0,-1.7,0.898,4991.6,0
226.0,999.0,1.4,4.961,5228.1,0
111.0,999.0,1.4,4.959,5228.1,0
113.0,999.0,1.1,4.857,5191.0,0
332.0,999.0,1.4,4.961,5228.1,0
128.0,999.0,-1.8,1.334,5099.1,0
339.0,999.0,1.4,4.959,5228.1,0
41.0,999.0,-0.1,4.921,5195.8,0
126.0,999.0,1.4,4.962,5228.1,0
206.0,999.0,1.4,4.962,5228.1,0
85.0,999.0,-1.8,1.405,5099.1,0
126.0,999.0,1.4,4.962,5228.1,0
349.0,999.0,-1.8,1.405,5099.1,1
198.0,999.0,1.1,4.857,5191.0,0
85.0,999.0,-3.0,0.717,5023.5,0
552.0,3.0,-1.8,0.668,5008.7,1
100.0,999.0,1.4,4.959,5228.1,0
357.0,999.0,1.1,4.857,5191.0,0
109.0,999.0,-1.8,1.435,5099.1,0
85.0,999.0,1.4,4.962,5228.1,0
196.0,999.0,1.1,4.86,5191.0,0
130.0,999.0,-3.4,0.73,5017.5,1
182.0,999.0,1.1,4.857,5191.0,0
285.0,999.0,1.1,4.857,5191.0,0
195.0,999.0,1.4,4.963,5228.1,0
131.0,999.0,1.4,4.968,5228.1,0
689.0,999.0,1.4,4.957,5228.1,1
228.0,999.0,-0.1,4.12,5195.8,0
326.0,999.0,1.1,4.859,5191.0,0
62.0,999.0,1.4,4.962,5228.1,0
93.0,999.0,1.4,4.958,5228.1,0
95.0,999.0,-2.9,1.268,5076.2,0
288.0,999.0,1.1,4.857,5191.0,0
82.0,999.0,1.4,4.962,5228.1,0
30.0,999.0,1.1,4.855,5191.0,0
107.0,999.0,-1.8,0.655,5008.7,0
98.0,999.0,1.1,4.856,5191.0,0
16.0,999.0,-1.8,1.244,5099.1,0
310.0,999.0,1.1,4.857,5191.0,0
83.0,999.0,1.4,4.959,5228.1,0
187.0,999.0,1.4,4.961,5228.1,0
1576.0,999.0,1.4,4.959,5228.1,0
107.0,999.0,-1.8,1.405,5099.1,0
44.0,999.0,1.4,4.967,5228.1,0
827.0,999.0,-1.8,1.244,5099.1,1
242.0,999.0,1.4,4.955,5228.1,0
156.0,999.0,1.4,4.963,5228.1,0
58.0,999.0,-1.8,1.291,5099.1,0
132.0,999.0,-1.7,0.898,4991.6,0
215.0,999.0,-0.1,4.076,5195.8,0
534.0,999.0,1.4,4.962,5228.1,1
392.0,999.0,-0.1,4.12,5195.8,0
141.0,999.0,-1.8,0.655,5008.7,1
113.0,999.0,-1.8,1.266,5099.1,0
182.0,999.0,1.4,4.968,5228.1,0
2219.0,999.0,-2.9,1.26,5076.2,0
47.0,999.0,-1.8,1.405,5099.1,0
97.0,999.0,1.4,4.966,5228.1,0
125.0,999.0,1.4,4.958,5228.1,0
166.0,999.0,1.1,4.857,5191.0,0
363.0,999.0,-1.7,0.835,4991.6,1
873.0,999.0,1.4,4.964,5228.1,1
584.0,999.0,1.4,4.963,5228.1,1
138.0,999.0,-1.8,1.266,5099.1,0
18.0,999.0,1.4,4.965,5228.1,0
129.0,999.0,-0.1,4.153,5195.8,0
218.0,999.0,-1.8,1.757,5099.1,0
192.0,999.0,1.1,4.864,5191.0,0
281.0,999.0,1.1,4.857,5191.0,0
578.0,999.0,-0.1,4.191,5195.8,0
152.0,999.0,1.4,4.959,5228.1,0
113.0,6.0,-2.9,0.859,5076.2,0
78.0,999.0,1.1,4.857,5191.0,0
219.0,999.0,1.1,4.857,5191.0,0
135.0,999.0,-2.9,1.262,5076.2,0
17.0,999.0,-1.8,1.291,5099.1,0
103.0,999.0,1.4,4.962,5228.1,0
525.0,999.0,-1.8,1.244,5099.1,1
622.0,999.0,-1.8,1.299,5099.1,0
225.0,999.0,1.4,4.962,5228.1,0
340.0,999.0,-0.1,4.076,5195.8,0
100.0,999.0,1.4,4.963,5228.1,0
326.0,999.0,1.4,4.962,5228.1,0
248.0,999.0,1.4,4.962,5228.1,0
149.0,999.0,-1.8,1.266,5099.1,0
470.0,999.0,1.1,4.858,5191.0,0
265.0,999.0,-1.8,0.652,5008.7,1
63.0,999.0,-3.4,0.744,5017.5,0
70.0,999.0,1.4,4.963,5228.1,0
252.0,999.0,-0.1,4.191,5195.8,0
83.0,999.0,1.4,4.957,5228.1,0
119.0,999.0,-1.8,1.365,5099.1,0
18.0,999.0,1.4,4.962,5228.1,0
205.0,999.0,1.4,4.962,5228.1,0
121.0,999.0,1.4,4.965,5228.1,0
144.0,999.0,-1.8,1.25,5099.1,0
468.0,999.0,1.4,4.968,5228.1,0
91.0,999.0,1.1,4.864,5191.0,0
141.0,999.0,1.4,4.947,5228.1,0
84.0,999.0,-0.1,4.153,5195.8,0
464.0,999.0,-0.1,4.153,5195.8,0
17.0,999.0,1.4,4.966,5228.1,0
639.0,999.0,1.4,4.961,5228.1,0
53.0,999.0,1.4,4.962,5228.1,0
113.0,999.0,-1.8,1.405,5099.1,0
178.0,15.0,-1.7,0.876,4991.6,1
236.0,999.0,-1.7,0.827,4991.6,0
746.0,999.0,-3.4,0.722,5017.5,1
105.0,999.0,1.4,4.965,5228.1,0
192.0,999.0,1.4,4.963,5228.1,0
153.0,999.0,-1.8,1.25,5099.1,0
425.0,999.0,1.1,4.857,5191.0,0
88.0,999.0,-1.8,1.244,5099.1,0
67.0,999.0,-1.8,1.266,5099.1,0
291.0,999.0,-1.8,1.244,5099.1,0
311.0,999.0,1.4,4.961,5228.1,0
227.0,999.0,-3.4,0.742,5017.5,0
104.0,999.0,1.4,4.963,5228.1,0
705.0,999.0,1.4,4.961,5228.1,0
173.0,999.0,-1.8,1.483,5099.1,0
85.0,999.0,1.1,4.864,5191.0,0
355.0,999.0,-0.1,4.12,5195.8,0
237.0,999.0,1.1,4.855,5191.0,0
46.0,999.0,-0.1,4.153,5195.8,0
91.0,999.0,1.4,4.964,5228.1,0
264.0,999.0,-0.1,4.076,5195.8,0
183.0,999.0,1.4,4.865,5228.1,0
25.0,999.0,-1.8,1.313,5099.1,0
94.0,999.0,-2.9,1.26,5076.2,0
173.0,999.0,1.1,4.859,5191.0,0
23.0,999.0,1.1,4.857,5191.0,0
595.0,999.0,1.4,4.963,5228.1,0
229.0,999.0,1.4,4.864,5228.1,0
557.0,999.0,1.1,4.857,5191.0,0
405.0,999.0,-1.8,1.415,5099.1,1
198.0,999.0,1.1,4.857,5191.0,0
229.0,999.0,-1.8,1.25,5099.1,0
334.0,999.0,1.4,4.961,5228.1,0
200.0,999.0,1.1,4.857,5191.0,0
80.0,999.0,1.4,4.965,5228.1,0
173.0,999.0,-1.8,1.291,5099.1,0
581.0,999.0,-0.1,4.12,5195.8,0
118.0,999.0,1.4,4.967,5228.1,0
395.0,999.0,-1.8,1.405,5099.1,0
228.0,999.0,1.4,4.864,5228.1,0
314.0,999.0,-0.1,4.12,5195.8,0
263.0,999.0,-1.8,1.244,5099.1,0
75.0,999.0,1.4,4.959,5228.1,0
208.0,999.0,1.1,4.856,5191.0,0
166.0,999.0,1.4,4.866,5228.1,0
718.0,999.0,1.1,4.859,5191.0,0
65.0,999.0,1.4,4.964,5228.1,0
333.0,999.0,1.4,4.959,5228.1,0
476.0,999.0,1.4,4.963,5228.1,0
124.0,999.0,1.4,4.963,5228.1,0
144.0,999.0,1.4,4.964,5228.1,0
564.0,999.0,1.4,4.96,5228.1,0
57.0,999.0,1.4,4.961,5228.1,0
107.0,999.0,1.1,4.857,5191.0,0
50.0,999.0,-1.8,1.25,5099.1,0
326.0,999.0,-0.1,4.191,5195.8,0
183.0,999.0,1.4,4.961,5228.1,0
712.0,999.0,1.4,4.967,5228.1,1
698.0,999.0,1.4,4.964,5228.1,1
864.0,999.0,1.1,4.857,5191.0,1
958.0,999.0,1.4,4.97,5228.1,0
272.0,999.0,1.4,4.963,5228.1,0
524.0,999.0,-1.8,1.365,5099.1,0
139.0,999.0,1.4,4.962,5228.1,0
634.0,999.0,1.4,4.965,5228.1,0
156.0,999.0,-1.8,1.281,5099.1,0
591.0,999.0,1.1,4.857,5191.0,0
207.0,999.0,-1.8,1.299,5099.1,0
20.0,999.0,-1.7,0.72,4991.6,0
299.0,999.0,1.1,4.859,5191.0,0
1871.0,999.0,1.4,4.964,5228.1,0
44.0,999.0,-0.1,4.153,5195.8,0
52.0,999.0,-0.1,4.191,5195.8,0
76.0,3.0,-1.8,1.354,5099.1,0
131.0,999.0,1.4,4.963,5228.1,0
122.0,999.0,1.4,4.965,5228.1,0
154.0,999.0,1.4,4.963,5228.1,0
161.0,999.0,-2.9,1.266,5076.2,0
141.0,999.0,1.4,4.963,5228.1,0
1212.0,999.0,1.1,4.864,5191.0,0
86.0,999.0,-2.9,1.26,5076.2,0
220.0,999.0,-3.0,0.715,5023.5,0
321.0,999.0,1.4,4.966,5228.1,0
90.0,999.0,-0.1,4.191,5195.8,0
116.0,999.0,-1.8,1.291,5099.1,0
178.0,999.0,1.4,4.968,5228.1,0
231.0,999.0,1.4,4.864,5228.1,0
193.0,999.0,-1.8,1.405,5099.1,0
418.0,999.0,1.4,4.966,5228.1,0
302.0,999.0,-1.8,1.327,5099.1,0
191.0,999.0,1.4,4.962,5228.1,0
131.0,999.0,1.1,4.86,5191.0,0
518.0,999.0,1.4,4.962,5228.1,0
122.0,999.0,-1.8,1.344,5099.1,0
112.0,999.0,1.1,4.857,5191.0,0
667.0,999.0,-1.7,0.79,4991.6,1
190.0,999.0,1.1,4.855,5191.0,0
675.0,999.0,-1.8,1.354,5099.1,0
1185.0,999.0,-1.7,0.822,4991.6,0
1176.0,999.0,1.4,4.963,5228.1,1
406.0,999.0,1.4,4.866,5228.1,0
191.0,999.0,-1.8,1.406,5099.1,0
701.0,12.0,-1.8,1.299,5099.1,1
52.0,999.0,1.4,4.967,5228.1,0
147.0,999.0,1.4,4.864,5228.1,0
473.0,999.0,-1.8,0.699,5008.7,1
109.0,999.0,-1.8,1.264,5099.1,0
335.0,999.0,1.4,4.962,5228.1,0
117.0,999.0,1.1,4.86,5191.0,0
65.0,999.0,1.1,4.857,5191.0,0
261.0,999.0,-1.8,1.299,5099.1,0
477.0,999.0,-1.8,1.406,5099.1,0
203.0,999.0,1.4,4.962,5228.1,0
